league,viz_week_index,week_start_date_utc,week_end_date_utc,game,network,avg_viewers_millions,source_url
EPL,51,12/23/2024,12/29/2024,ESTIMATE (MW18&19),NBC,0.7,https://www.nbcsports.com/pressbox/press-releases/nbcuniversal-caps-action-packed-premier-league-season-finishing-on-site-in-the-u-k-for-fourth-consecutive-championship-sunday
EPL,52,12/30/2024,1/5/2025,Manchester United at Liverpool (MW20),NBC,1.67,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_tag=english-premier-league#
UEFA,1,1/6/2025,1/12/2025,,,0,
UEFA,2,1/13/2025,1/19/2025,,,0,
UEFA,3,1/20/2025,1/26/2025,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,4,1/27/2025,2/2/2025,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,5,2/3/2025,2/9/2025,,,0,
UEFA,6,2/10/2025,2/16/2025,ESTIMATE (KP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,7,2/17/2025,2/23/2025,ESTIMATE (KP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,8,2/24/2025,3/2/2025,,,0,
UEFA,9,3/3/2025,3/9/2025,ESTIMATE (R16),CBS,0.5,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,10,3/10/2025,3/16/2025,ESTIMATE (R16),CBS,0.5,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,11,3/17/2025,3/23/2025,,,0,
UEFA,12,3/24/2025,3/30/2025,,,0,
UEFA,13,3/31/2025,4/6/2025,,,0,
UEFA,14,4/7/2025,4/13/2025,ESTIMATE (Quarterfinals),CBS,0.7,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,15,4/14/2025,4/20/2025,ESTIMATE (Quarterfinals),CBS,0.7,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,16,4/21/2025,4/27/2025,,,0,
UEFA,17,4/28/2025,5/4/2025,Inter Milan at Barcelona (Semifinals),CBS,0.971,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=International+Soccer&smwnf_date=&smwnf_search=#
UEFA,18,5/5/2025,5/11/2025,Barcelona at Inter Milan (Semifinals),CBS,1.28,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=International+Soccer&smwnf_date=&smwnf_search=#
UEFA,19,5/12/2025,5/18/2025,,,0,
UEFA,20,5/19/2025,5/25/2025,,,0,
UEFA,21,5/26/2025,6/1/2025,(Final),CBS & Univision,3.14,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=International+Soccer&smwnf_date=&smwnf_search=#
UEFA,22,6/3/2024,6/9/2024,,,0,
UEFA,23,6/10/2024,6/16/2024,,,0,
UEFA,24,6/17/2024,6/23/2024,,,0,
UEFA,25,6/24/2024,6/30/2024,,,0,
UEFA,26,7/1/2024,7/7/2024,,,0,
UEFA,27,7/8/2024,7/14/2024,,,0,
UEFA,28,7/15/2024,7/21/2024,,,0,
UEFA,29,7/22/2024,7/28/2024,,,0,
UEFA,30,7/29/2024,8/4/2024,,,0,
UEFA,31,8/5/2024,8/11/2024,,,0,
UEFA,32,8/12/2024,8/18/2024,,,0,
UEFA,33,8/19/2024,8/25/2024,,,0,
UEFA,34,8/26/2024,9/1/2024,,,0,
UEFA,35,9/2/2024,9/8/2024,,,0,
UEFA,36,9/9/2024,9/15/2024,,,0,
UEFA,37,9/16/2024,9/22/2024,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,38,9/23/2024,9/29/2024,,,0,
UEFA,39,9/30/2024,10/6/2024,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,40,10/7/2024,10/13/2024,,,0,
UEFA,41,10/14/2024,10/20/2024,,,0,
UEFA,42,10/21/2024,10/27/2024,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,43,10/28/2024,11/3/2024,,,0,
UEFA,44,11/4/2024,11/10/2024,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,45,11/11/2024,11/17/2024,,,0,
UEFA,46,11/18/2024,11/24/2024,,,0,
UEFA,47,11/25/2024,12/1/2024,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,48,12/2/2024,12/8/2024,,,0,
UEFA,49,12/9/2024,12/15/2024,ESTIMATE (LP),CBS,0.4,https://www.paramountpressexpress.com/cbs-sports/releases/?view=101219-cbs-sports-coverage-of-uefa-champions-league-scores-paramounts-most-streamed-group-stage-ever
UEFA,50,12/16/2024,12/22/2024,,,0,
UEFA,51,12/23/2024,12/29/2024,,,0,
UEFA,52,12/30/2024,1/5/2025,,,0,
International Soccer,1,1/6/2025,1/12/2025,,,0,
International Soccer,2,1/13/2025,1/19/2025,,,0,
International Soccer,3,1/20/2025,1/26/2025,,,0,
International Soccer,4,1/27/2025,2/2/2025,,,0,
International Soccer,5,2/3/2025,2/9/2025,,,0,
International Soccer,6,2/10/2025,2/16/2025,,,0,
International Soccer,7,2/17/2025,2/23/2025,,,0,
International Soccer,8,2/24/2025,3/2/2025,,,0,
International Soccer,9,3/3/2025,3/9/2025,,,0,
International Soccer,10,3/10/2025,3/16/2025,,,0,
International Soccer,11,3/17/2025,3/23/2025,,,0,
International Soccer,12,3/24/2025,3/30/2025,,,0,
International Soccer,13,3/31/2025,4/6/2025,,,0,
International Soccer,14,4/7/2025,4/13/2025,,,0,
International Soccer,15,4/14/2025,4/20/2025,,,0,
International Soccer,16,4/21/2025,4/27/2025,,,0,
International Soccer,17,4/28/2025,5/4/2025,,,0,
International Soccer,18,5/5/2025,5/11/2025,,,0,
International Soccer,19,5/12/2025,5/18/2025,,,0,
International Soccer,20,5/19/2025,5/25/2025,,,0,
International Soccer,21,5/26/2025,6/1/2025,,,0,
International Soccer,22,6/2/2025,6/8/2025,,,0,
International Soccer,23,6/9/2025,6/15/2025,"Dominican Republic at Mexico (CONCACAF Gold Cup GS, ESTIMATE)",FS1 & Univision,1.5,https://corporate.televisaunivision.com/press/2025/07/10/televisaunivisions-2025-gold-cup-part-of-verano-futbolero-is-the-most-watched-tournament-among-u-s-hispanics/
International Soccer,24,6/16/2025,6/22/2025,"Costa Rica at Mexico (CONCACAF Gold Cup GS, ESTIMATE)",FS1 & Univision,2.5,https://corporate.televisaunivision.com/press/2025/07/10/televisaunivisions-2025-gold-cup-part-of-verano-futbolero-is-the-most-watched-tournament-among-u-s-hispanics/
International Soccer,25,6/23/2025,6/29/2025,Costa Rica at USA (CONCACAF Gold Cup Quarterfinal),FOX & Univision,3.738,"https://ustvdb.com/networks/fox/shows/concacaf-gold-cup/, https://corporate.televisaunivision.com/press/2025/07/10/televisaunivisions-2025-gold-cup-part-of-verano-futbolero-is-the-most-watched-tournament-among-u-s-hispanics/"
International Soccer,26,6/30/2025,7/6/2025,Mexico at USA (CONCACAF Gold Cup Final),FOX & Univision,7.6,"https://ustvdb.com/networks/fox/shows/concacaf-gold-cup/, https://corporate.televisaunivision.com/press/2025/07/10/televisaunivisions-2025-gold-cup-part-of-verano-futbolero-is-the-most-watched-tournament-among-u-s-hispanics/"
International Soccer,27,7/7/2025,7/13/2025,,,0,
International Soccer,28,7/14/2025,7/20/2025,,,0,
International Soccer,29,7/21/2025,7/27/2025,,,0,
International Soccer,30,7/28/2025,8/3/2025,,,0,
International Soccer,31,8/4/2025,8/10/2025,,,0,
International Soccer,32,8/11/2025,8/17/2025,,,0,
International Soccer,33,8/18/2025,8/24/2025,,,0,
International Soccer,34,8/25/2025,8/31/2025,,,0,
International Soccer,35,9/1/2025,9/7/2025,,,0,
International Soccer,36,9/8/2025,9/14/2025,,,0,
International Soccer,37,9/15/2025,9/21/2025,,,0,
International Soccer,38,9/22/2025,9/28/2025,,,0,
International Soccer,39,9/29/2025,10/5/2025,,,0,
International Soccer,40,10/6/2025,10/12/2025,,,0,
International Soccer,41,10/13/2025,10/19/2025,,,0,
International Soccer,42,10/20/2025,10/26/2025,,,0,
International Soccer,43,10/27/2025,11/2/2025,,,0,
International Soccer,44,11/3/2025,11/9/2025,,,0,
International Soccer,45,11/10/2025,11/16/2025,,,0,
International Soccer,46,11/17/2025,11/23/2025,,,0,
International Soccer,47,11/24/2025,11/30/2025,,,0,
International Soccer,48,12/1/2025,12/7/2025,,,0,
International Soccer,49,12/8/2025,12/14/2025,,,0,
International Soccer,50,12/15/2025,12/21/2025,,,0,
International Soccer,51,12/22/2025,12/28/2025,,,0,
International Soccer,52,12/29/2025,1/4/2026,,,0,
ATP,1,1/6/2025,1/12/2025,Australian Open (R1),ESPN,0.346,https://ustvdb.com/networks/espn/shows/tennis-australian-open/
ATP,2,1/13/2025,1/19/2025,Australian Open (R16),ESPN,0.216,https://ustvdb.com/networks/espn/shows/tennis-australian-open/
ATP,3,1/20/2025,1/26/2025,Australian Open (Final),ESPN,0.465,https://frontofficesports.com/australian-open-ratings-down-11-despite-keyss-title/
ATP,4,1/27/2025,2/2/2025,,,0,
ATP,5,2/3/2025,2/9/2025,,,0,
ATP,6,2/10/2025,2/16/2025,,,0,
ATP,7,2/17/2025,2/23/2025,,,0,
ATP,8,2/24/2025,3/2/2025,,,0,
ATP,9,3/3/2025,3/9/2025,"BNP Paribas Open (Indian Wells, ESTIMATE)",Tennis Channel,0.3,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,10,3/10/2025,3/16/2025,"BNP Paribas Open (Indian Wells, ESTIMATE)",Tennis Channel,0.4,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,11,3/17/2025,3/23/2025,Miami Open presented by Itaú (ESTIMATE),Tennis Channel,0.3,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,12,3/24/2025,3/30/2025,Miami Open presented by Itaú (ESTIMATE),Tennis Channel,0.4,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,13,3/31/2025,4/6/2025,Rolex Monte-Carlo Masters (ESTIMATE),Tennis Channel,0.2,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,14,4/7/2025,4/13/2025,Rolex Monte-Carlo Masters (ESTIMATE),Tennis Channel,0.25,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,15,4/14/2025,4/20/2025,,,0,
ATP,16,4/21/2025,4/27/2025,Mutua Madrid Open (ESTIMATE),Tennis Channel,0.2,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,17,4/28/2025,5/4/2025,Mutua Madrid Open (ESTIMATE),Tennis Channel,0.25,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,18,5/5/2025,5/11/2025,Internaziomali BNL d'Italia (ESTIMATE),Tennis Channel,0.2,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,19,5/12/2025,5/18/2025,Internaziomali BNL d'Italia (ESTIMATE),Tennis Channel,0.25,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,20,5/19/2025,5/25/2025,French Open (R1),TNT,0.33,https://ustvdb.com/networks/tnt/shows/roland-garros/
ATP,21,5/26/2025,6/1/2025,French Open (R16),TNT,0.509,https://ustvdb.com/networks/tnt/shows/roland-garros/
ATP,22,6/2/2025,6/8/2025,French Open (Final),TNT,1.76,https://www.reuters.com/sports/tennis/french-open-ratings-soar-tnts-first-year-2025-06-10/
ATP,23,6/9/2025,6/15/2025,,,0,
ATP,24,6/16/2025,6/22/2025,,,0,
ATP,25,6/23/2025,6/29/2025,National Bank Open presented by Rogers (Canadian Open),Tennis Channel,0.3,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,26,6/30/2025,7/6/2025,Wimbledon (R1),ESPN,0.539,https://espnpressroom.com/us/press-releases/2025/07/espn-delivers-most-watched-tennis-telecast-of-the-year-and-most-watched-the-championships-wimbledon-in-six-years/
ATP,27,7/7/2025,7/13/2025,Wimbledon (Final),ESPN,2.9,https://sports.yahoo.com/tennis/breaking-news/article/jannik-sinner-carlos-alcaraz-wimbledon-final-draws-biggest-ratings-in-6-years-as-tennis-next-generation-takes-over-000043589.html
ATP,28,7/14/2025,7/20/2025,,,0,
ATP,29,7/21/2025,7/27/2025,,,0,
ATP,30,7/28/2025,8/3/2025,,,0,
ATP,31,8/4/2025,8/10/2025,"Western & Southern Open (Cincinnati Masters, R2)",Tennis Channel,0.226,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,32,8/11/2025,8/17/2025,"Western & Southern Open (Cincinnati Masters, Semifinal)",Tennis Channel,0.313,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,33,8/18/2025,8/24/2025,"Western & Southern Open (Cincinnati Masters, Final)",Tennis Channel,0.362,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,34,8/25/2025,8/31/2025,US Open (R16),ABC,1.5,https://espnpressroom.com/us/press-releases/2025/09/espn-delivers-most-viewed-tennis-telecast-of-the-year-and-most-viewed-us-open-since-2022/
ATP,35,9/1/2025,9/7/2025,US Open (Final),ABC,3,https://frontofficesports.com/us-open-set-attendance-record-mens-final-ratings-surged-82/
ATP,36,9/8/2025,9/14/2025,,,0,
ATP,37,9/15/2025,9/21/2025,,,0,
ATP,38,9/22/2025,9/28/2025,,,0,
ATP,39,9/30/2024,10/6/2024,Rolex Shanghai Masters,Tennis Channel,0.2,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,40,10/7/2024,10/13/2024,Rolex Shanghai Masters,Tennis Channel,0.2,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,41,10/14/2024,10/20/2024,,,0,
ATP,42,10/21/2024,10/27/2024,Rolex Paris Masters,Tennis Channel,0.2,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,43,10/28/2024,11/3/2024,Rolex Paris Masters,Tennis Channel,0.25,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,44,11/4/2024,11/10/2024,ATP Finals,Tennis Channel,0.3,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,45,11/11/2024,11/17/2024,ATP Finals,Tennis Channel,0.4,https://ustvdb.com/networks/tennis/shows/masters-series/
ATP,46,11/18/2024,11/24/2024,,,0,
ATP,47,11/25/2024,12/1/2024,,,0,
ATP,48,12/2/2024,12/8/2024,,,0,
ATP,49,12/9/2024,12/15/2024,,,0,
ATP,50,12/16/2024,12/22/2024,,,0,
ATP,51,12/23/2024,12/29/2024,,,0,
ATP,52,12/30/2024,1/5/2025,,,0,
WTA,1,1/6/2025,1/12/2025,Australian Open (ESTIMATE),ESPN,0.33,https://www.sportsbusinessjournal.com/Articles/2025/01/29/audience-analysis/?utm_source=chatgpt.com
WTA,2,1/13/2025,1/19/2025,Australian Open (ESTIMATE),ESPN,0.2,https://www.sportsbusinessjournal.com/Articles/2025/01/29/audience-analysis/?utm_source=chatgpt.com
WTA,3,1/20/2025,1/26/2025,Australian Open (Final),ESPN,0.452,https://www.sportsbusinessjournal.com/Articles/2025/01/29/audience-analysis/?utm_source=chatgpt.com
WTA,4,1/27/2025,2/2/2025,,,0,
WTA,5,2/3/2025,2/9/2025,Qatar TotalEnergies Open (ESTIMATE),Tennis Channel,0.15,
WTA,6,2/10/2025,2/16/2025,Qatar TotalEnergies Open (ESTIMATE),Tennis Channel,0.2,
WTA,7,2/17/2025,2/23/2025,Dubai Duty Free Tennis Championships (ESTIMATE),Tennis Channel,0.2,
WTA,8,2/24/2025,3/2/2025,,,0,
WTA,9,3/3/2025,3/9/2025,"BNP Paribas Open (Indian Wells, ESTIMATE)",Tennis Channel,0.2,
WTA,10,3/10/2025,3/16/2025,"BNP Paribas Open (Indian Wells, ESTIMATE)",Tennis Channel,0.392,https://x.com/sportsontvguy/status/1902551048176246953
WTA,11,3/17/2025,3/23/2025,Miami Open presented by Itaú (ESTIMATE),Tennis Channel,0.3,
WTA,12,3/24/2025,3/30/2025,Miami Open presented by Itaú (ESTIMATE),Tennis Channel,0.3,
WTA,13,3/31/2025,4/6/2025,,,0,
WTA,14,4/7/2025,4/13/2025,,,0,
WTA,15,4/14/2025,4/20/2025,,,0,
WTA,16,4/21/2025,4/27/2025,Mutua Madrid Open (ESTIMATE),Tennis Channel,0.2,
WTA,17,4/28/2025,5/4/2025,Mutua Madrid Open (ESTIMATE),Tennis Channel,0.25,
WTA,18,5/5/2025,5/11/2025,Internaziomali BNL d'Italia (ESTIMATE),Tennis Channel,0.2,
WTA,19,5/12/2025,5/18/2025,Internaziomali BNL d'Italia (ESTIMATE),Tennis Channel,0.25,
WTA,20,5/19/2025,5/25/2025,French Open (ESTIMATE),TNT,0.3,https://ustvdb.com/networks/tnt/shows/roland-garros/
WTA,21,5/26/2025,6/1/2025,French Open (ESTIMATE),TNT,0.45,https://ustvdb.com/networks/tnt/shows/roland-garros/
WTA,22,6/2/2025,6/8/2025,French Open (Final),TNT,1.47,https://www.reuters.com/sports/tennis/french-open-ratings-soar-tnts-first-year-2025-06-10/?utm_source=chatgpt.com
WTA,23,6/9/2025,6/15/2025,,,0,
WTA,24,6/16/2025,6/22/2025,,,0,
WTA,25,6/23/2025,6/29/2025,"National Bank Open presented by Rogers (Canadian Open, ESTIMATE)",Tennis Channel,0.3,
WTA,26,6/30/2025,7/6/2025,Wimbledon (R1),ESPN,0.539,https://espnpressroom.com/us/press-releases/2025/07/espn-delivers-most-watched-tennis-telecast-of-the-year-and-most-watched-the-championships-wimbledon-in-six-years/
WTA,27,7/7/2025,7/13/2025,Wimbledon (Final),ESPN,1.3,https://espnpressroom.com/us/press-releases/2025/07/espn-delivers-most-watched-tennis-telecast-of-the-year-and-most-watched-the-championships-wimbledon-in-six-years/
WTA,28,7/14/2025,7/20/2025,,,0,
WTA,29,7/21/2025,7/27/2025,,,0,
WTA,30,7/28/2025,8/3/2025,,,0,
WTA,31,8/4/2025,8/10/2025,"Western & Southern Open (Cincinnati Masters, ESTIMATE)",Tennis Channel,0.2,
WTA,32,8/11/2025,8/17/2025,"Western & Southern Open (Cincinnati Masters, ESTIMATE)",Tennis Channel,0.2,
WTA,33,8/18/2025,8/24/2025,"Western & Southern Open (Cincinnati Masters, ESTIMATE)",Tennis Channel,0.3,
WTA,34,8/25/2025,8/31/2025,US Open (ESTIMATE),ESPN,1,https://www.sportsmediawatch.com/2025/09/us-open-viewership-most-watched-three-years/?utm_source=chatgpt.com
WTA,35,9/1/2025,9/7/2025,US Open (Final),ESPN,2.4,https://www.sportsmediawatch.com/2025/09/us-open-viewership-most-watched-three-years/?utm_source=chatgpt.com
WTA,36,9/8/2025,9/14/2025,,,0,
WTA,37,9/15/2025,9/21/2025,,,0,
WTA,38,9/22/2025,9/28/2025,China Open (ESTIMATE),Tennis Channel,0.1,
WTA,39,9/30/2024,10/6/2024,China Open (ESTIMATE),Tennis Channel,0.1,
WTA,40,10/7/2024,10/13/2024,Wuhan Open (ESTIMATE),Tennis Channel,0.1,
WTA,41,10/14/2024,10/20/2024,,,0,
WTA,42,10/21/2024,10/27/2024,,,0,
WTA,43,10/28/2024,11/3/2024,WTA Finals Riyadh (ESTIMATE),Tennis Channel,0.2,
WTA,44,11/4/2024,11/10/2024,WTA Finals Riyadh (ESTIMATE),Tennis Channel,0.2,
WTA,45,11/11/2024,11/17/2024,,,0,
WTA,46,11/18/2024,11/24/2024,,,0,
WTA,47,11/25/2024,12/1/2024,,,0,
WTA,48,12/2/2024,12/8/2024,,,0,
WTA,49,12/9/2024,12/15/2024,,,0,
WTA,50,12/16/2024,12/22/2024,,,0,
WTA,51,12/23/2024,12/29/2024,,,0,
WTA,52,12/30/2024,1/5/2025,,,0,
MLS,1,1/6/2025,1/12/2025,,,0,
MLS,2,1/13/2025,1/19/2025,,,0,
MLS,3,1/20/2025,1/26/2025,,,0,
MLS,4,1/27/2025,2/2/2025,,,0,
MLS,5,2/3/2025,2/9/2025,,,0,
MLS,6,2/10/2025,2/16/2025,,,0,
MLS,7,2/17/2025,2/23/2025,,,0,
MLS,8,2/24/2025,3/2/2025,,,0,
MLS,9,3/3/2025,3/9/2025,,,0,
MLS,10,3/10/2025,3/16/2025,,,0,
MLS,11,3/17/2025,3/23/2025,,,0,
MLS,12,3/24/2025,3/30/2025,,,0,
MLS,13,3/31/2025,4/6/2025,,,0,
MLS,14,4/7/2025,4/13/2025,,,0,
MLS,15,4/14/2025,4/20/2025,,,0,
MLS,16,4/21/2025,4/27/2025,,,0,
MLS,17,4/28/2025,5/4/2025,,,0,
MLS,18,5/5/2025,5/11/2025,,,0,
MLS,19,5/12/2025,5/18/2025,,,0,
MLS,20,5/19/2025,5/25/2025,,,0,
MLS,21,5/26/2025,6/1/2025,,,0,
MLS,22,6/2/2025,6/8/2025,,,0,
MLS,23,6/9/2025,6/15/2025,,,0,
MLS,24,6/16/2025,6/22/2025,,,0,
MLS,25,6/23/2025,6/29/2025,,,0,
MLS,26,6/30/2025,7/6/2025,,,0,
MLS,27,7/7/2025,7/13/2025,,,0,
MLS,28,7/14/2025,7/20/2025,,,0,
MLS,29,7/21/2025,7/27/2025,,,0,
MLS,30,7/28/2025,8/3/2025,,,0,
MLS,31,8/4/2025,8/10/2025,,,0,
MLS,32,8/11/2025,8/17/2025,,,0,
MLS,33,8/18/2025,8/24/2025,,,0,
MLS,34,8/25/2025,8/31/2025,,,0,
MLS,35,9/1/2025,9/7/2025,,,0,
MLS,36,9/8/2025,9/14/2025,,,0,
MLS,37,9/15/2025,9/21/2025,,,0,
MLS,38,9/22/2025,9/28/2025,,,0,
MLS,39,9/30/2024,10/6/2024,,,0,
MLS,40,10/7/2024,10/13/2024,,,0,
MLS,41,10/14/2024,10/20/2024,,,0,
MLS,42,10/21/2024,10/27/2024,,,0,
MLS,43,10/28/2024,11/3/2024,,,0,
MLS,44,11/4/2024,11/10/2024,,,0,
MLS,45,11/11/2024,11/17/2024,,,0,
MLS,46,11/18/2024,11/24/2024,,,0,
MLS,47,11/25/2024,12/1/2024,,,0,
MLS,49,12/2/2024,12/8/2024,Bulls at Galaxy (Cup Final),FOX,0.468,https://www.sportsbusinessjournal.com/Articles/2024/12/11/mls-cup-viewership/
MLS,49,12/9/2024,12/15/2024,,,0,
MLS,50,12/16/2024,12/22/2024,,,0,
MLS,51,12/23/2024,12/29/2024,,,0,
MLS,52,12/30/2024,1/5/2025,,,0,
NWSL,1,1/6/2025,1/12/2025,,,0,
NWSL,2,1/13/2025,1/19/2025,,,0,
NWSL,3,1/20/2025,1/26/2025,,,0,
NWSL,4,1/27/2025,2/2/2025,,,0,
NWSL,5,2/3/2025,2/9/2025,,,0,
NWSL,6,2/10/2025,2/16/2025,,,0,
NWSL,7,2/17/2025,2/23/2025,,,0,
NWSL,8,2/24/2025,3/2/2025,,,0,
NWSL,9,3/3/2025,3/9/2025,,,0,
NWSL,10,3/10/2025,3/16/2025,,,0,
NWSL,11,3/17/2025,3/23/2025,,,0,
NWSL,12,3/24/2025,3/30/2025,,,0,
NWSL,13,3/31/2025,4/6/2025,,,0,
NWSL,14,4/7/2025,4/13/2025,,,0,
NWSL,15,4/14/2025,4/20/2025,,,0,
NWSL,16,4/21/2025,4/27/2025,,,0,
NWSL,17,4/28/2025,5/4/2025,,,0,
NWSL,18,5/5/2025,5/11/2025,,,0,
NWSL,19,5/12/2025,5/18/2025,,,0,
NWSL,20,5/19/2025,5/25/2025,,,0,
NWSL,21,5/26/2025,6/1/2025,,,0,
NWSL,22,6/2/2025,6/8/2025,,,0,
NWSL,23,6/9/2025,6/15/2025,,,0,
NWSL,24,6/16/2025,6/22/2025,,,0,
NWSL,25,6/23/2025,6/29/2025,,,0,
NWSL,26,6/30/2025,7/6/2025,,,0,
NWSL,27,7/7/2025,7/13/2025,,,0,
NWSL,28,7/14/2025,7/20/2025,,,0,
NWSL,29,7/21/2025,7/27/2025,,,0,
NWSL,30,7/28/2025,8/3/2025,,,0,
NWSL,31,8/4/2025,8/10/2025,,,0,
NWSL,32,8/11/2025,8/17/2025,,,0,
NWSL,33,8/18/2025,8/24/2025,,,0,
NWSL,34,8/25/2025,8/31/2025,,,0,
NWSL,35,9/1/2025,9/7/2025,,,0,
NWSL,36,9/8/2025,9/14/2025,,,0,
NWSL,37,9/15/2025,9/21/2025,,,0,
NWSL,38,9/22/2025,9/28/2025,,,0,
NWSL,39,9/30/2024,10/6/2024,,,0,
NWSL,40,10/7/2024,10/13/2024,,,0,
NWSL,41,10/14/2024,10/20/2024,,,0,
NWSL,42,10/21/2024,10/27/2024,,,0,
NWSL,43,10/28/2024,11/3/2024,,,0,
NWSL,44,11/4/2024,11/10/2024,Courage at Current (Quarter Final),CBS,0.562,https://www.nwslsoccer.com/news/nwsl-closes-monumental-2024-season-with-record-championship-match-viewership
NWSL,45,11/11/2024,11/17/2024,Gotham FC at Spirit (Semifinal),CBS,0.562,https://www.nwslsoccer.com/news/nwsl-closes-monumental-2024-season-with-record-championship-match-viewership
NWSL,46,11/18/2024,11/24/2024,Pride vs. Spirit (Championship),CBS,0.967,https://www.sportsbusinessjournal.com/Articles/2024/11/26/nwsl-championship-viewership-cbs/
NWSL,47,11/25/2024,12/1/2024,,,0,
NWSL,49,12/2/2024,12/8/2024,,,0,
NWSL,49,12/9/2024,12/15/2024,,,0,
NWSL,50,12/16/2024,12/22/2024,,,0,
NWSL,51,12/23/2024,12/29/2024,,,0,
NWSL,52,12/30/2024,1/5/2025,,,0,
PLL,1,1/6/2025,1/12/2025,,,0,
PLL,2,1/13/2025,1/19/2025,,,0,
PLL,3,1/20/2025,1/26/2025,,,0,
PLL,4,1/27/2025,2/2/2025,,,0,
PLL,5,2/3/2025,2/9/2025,,,0,
PLL,6,2/10/2025,2/16/2025,,,0,
PLL,7,2/17/2025,2/23/2025,,,0,
PLL,8,2/24/2025,3/2/2025,,,0,
PLL,9,3/3/2025,3/9/2025,,,0,
PLL,10,3/10/2025,3/16/2025,,,0,
PLL,11,3/17/2025,3/23/2025,,,0,
PLL,12,3/24/2025,3/30/2025,,,0,
PLL,13,3/31/2025,4/6/2025,,,0,
PLL,14,4/7/2025,4/13/2025,,,0,
PLL,15,4/14/2025,4/20/2025,,,0,
PLL,16,4/21/2025,4/27/2025,,,0,
PLL,17,4/28/2025,5/4/2025,,,0,
PLL,18,5/5/2025,5/11/2025,,,0,
PLL,19,5/12/2025,5/18/2025,,,0,
PLL,20,5/19/2025,5/25/2025,,,0,
PLL,21,5/26/2025,6/1/2025,,,0,
PLL,22,6/2/2025,6/8/2025,,,0,
