league,viz_week_index,week_start_date_utc,week_end_date_utc,game,network,avg_viewers_millions,source_url
MLB,24,6/10/2024,6/16/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,25,6/17/2024,6/23/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,26,6/24/2024,6/30/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,27,7/1/2024,7/7/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,28,7/8/2024,7/14/2024,Draft,ESPN,0.863,https://www.sportsbusinessjournal.com/Articles/2024/07/16/mlb-draft-viewership/
MLB,29,7/15/2024,7/21/2024,All Star Game,FOX,7.44,https://www.sportsmediawatch.com/2024/07/mlb-all-star-game-viewership-increase/
MLB,30,7/22/2024,7/28/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,31,7/29/2024,8/4/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,32,8/5/2024,8/11/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,33,8/12/2024,8/18/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,34,8/19/2024,8/25/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,35,8/26/2024,9/1/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,36,9/2/2024,9/8/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,37,9/9/2024,9/15/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,38,9/16/2024,9/22/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,39,9/23/2024,9/29/2024,ESTIMATE (RS),FOX,1.84,https://www.mlb.com/press-release/press-release-major-league-baseball-viewership-generating-big-increases-in-u-s-japan-and-streaming-this-season
MLB,40,9/30/2024,10/6/2024,ESTIMATE (League Division Series) ,FOX,3.5,https://awfulannouncing.com/mlb/division-series-most-watched-seven-years.html
MLB,41,10/7/2024,10/13/2024,Mets at Dodgers (National League Championship Series G1),FOX,8.26,https://www.sportsmediawatch.com/2024/10/mets-dodgers-most-watched-lcs-opener-since-2009/
MLB,42,10/14/2024,10/20/2024,Mets at Dodgers (National League Championship Series G6),FOX,6.27,https://www.sportsbusinessjournal.com/Articles/2024/10/22/mlb-postseason-viewership/
MLB,43,10/21/2024,10/27/2024,Yankees at Dodgers (World Series G1),FOX,15.2,https://nypost.com/2024/10/26/sports/yankees-dodgers-world-series-game-1-was-a-tv-ratings-bonanza/
MLB,44,10/28/2024,11/3/2024,Dodgers at Yankees (World Series G5),FOX,18.9,https://sports.yahoo.com/tv-ratings-world-series-hits-002514691.html
MLB,45,11/4/2024,11/10/2024,,,0,
MLB,46,11/11/2024,11/17/2024,,,0,
MLB,47,11/18/2024,11/24/2024,,,0,
MLB,48,11/25/2024,12/1/2024,,,0,
MLB,49,12/2/2024,12/8/2024,,,0,
MLB,50,12/9/2024,12/15/2024,,,0,
MLB,51,12/16/2024,12/22/2024,,,0,
MLB,52,12/23/2024,12/29/2024,,,0,
NHL,1,1/6/2025,1/12/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,2,1/13/2025,1/19/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,3,1/20/2025,1/26/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,4,1/27/2025,2/2/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,5,2/3/2025,2/9/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,6,2/10/2025,2/16/2025,USA at Canada (4 Nations Round Robin),ESPN,4.44,https://espnpressroom.com/us/press-releases/2025/02/4-nations-face-off-finland-sweden-game-delivers-1-30m-viewers-usa-canada-game-delivers-4-44m-viewers/
NHL,7,2/17/2025,2/23/2025,Canada at USA (4 Nations Final),ESPN,9.3,https://www.espn.com/nhl/story/_/id/43956854/4-nations-face-final-us-canada-draws-record-ratings
NHL,8,2/24/2025,3/2/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,9,3/3/2025,3/9/2025,Red Wings at Blue Jackets (Stadium Series),ABC,1.6,https://www.nhl.com/news/stadium-series-on-espn-second-most-watched-nhl-regular-season-game-on-cable
NHL,10,3/10/2025,3/16/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,11,3/17/2025,3/23/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,12,3/24/2025,3/30/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,13,3/31/2025,4/6/2025,Rangers at Devils (RS),ABC,0.934,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,14,4/7/2025,4/13/2025,Capitals at Blue Jackets (RS),ABC,0.547,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,15,4/14/2025,4/20/2025,Avalanche at Stars (R1 G1),TNT,0.98,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,16,4/21/2025,4/27/2025,Stars at Avalanche (R1 G4),TBS,0.98,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,17,4/28/2025,5/4/2025,Avalanche at Stars (R1 G7),ABC,2.4,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,18,5/5/2025,5/11/2025,Maple Leafs at Panthers (R2 G4),TNT,1.53,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,19,5/12/2025,5/18/2025,Jets at Stars (R2 G6),ESPN,2.27,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,20,5/19/2025,5/25/2025,Stars at Oilers (Western Conference Finals G3),ABC,1.17,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,21,5/26/2025,6/1/2025,Panthers at Hurricanes (Eastern Conference Finals G5),TNT,1.6,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,22,6/2/2025,6/8/2025,Oilers at Panthers (Stanley Cup G2),ABC,3.56,https://awfulannouncing.com/ratings/stanley-cup-final-game-2-nhl-espn-abc-viewership.html
NHL,23,6/9/2025,6/15/2025,Oilers at Panthers (Stanley Cup G5),TNT,2.7,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,24,6/16/2025,6/22/2025,Oilers at Panthers (Stanley Cup G6),TNT,2.76,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,25,6/24/2024,6/30/2024,Draft,ESPN,0.5,https://www.sportsmediawatch.com/2024/07/olympic-gymnastics-trials-ratings-copa-america-nhl-draft-awards/
NHL,26,7/1/2024,7/7/2024,,,0,
NHL,27,7/8/2024,7/14/2024,,,0,
NHL,28,7/15/2024,7/21/2024,,,0,
NHL,29,7/22/2024,7/28/2024,,,0,
NHL,30,7/29/2024,8/4/2024,,,0,
NHL,31,8/5/2024,8/11/2024,,,0,
NHL,32,8/12/2024,8/18/2024,,,0,
NHL,33,8/19/2024,8/25/2024,,,0,
NHL,34,8/26/2024,9/1/2024,,,0,
NHL,35,9/2/2024,9/8/2024,,,0,
NHL,36,9/9/2024,9/15/2024,,,0,
NHL,37,9/16/2024,9/22/2024,,,0,
NHL,38,9/23/2024,9/29/2024,,,0,
NHL,39,9/30/2024,10/6/2024,,,0,
NHL,40,10/7/2024,10/13/2024,Bruins at Panthers,ESPN,0.79,https://www.sportsmediawatch.com/2024/10/nhl-opening-day-ratings-decline-espn/
NHL,41,10/14/2024,10/20/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,42,10/21/2024,10/27/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,43,10/28/2024,11/3/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,44,11/4/2024,11/10/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,45,11/11/2024,11/17/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,46,11/18/2024,11/24/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,47,11/25/2024,12/1/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,48,12/2/2024,12/8/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,49,12/9/2024,12/15/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,50,12/16/2024,12/22/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,51,12/23/2024,12/29/2024,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
NHL,52,12/30/2024,1/5/2025,ESTIMATE (RS),ABC,0.9,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=NHL&smwnf_date=&smwnf_search=
PGA,1,1/6/2025,1/12/2025,Sony Open (ESTIMATE),NBC,1.5,https://ustvdb.com/networks/cbs/shows/pga-tour/
PGA,2,1/13/2025,1/19/2025,American Express,NBC,0.23,https://www.sportskeeda.com/golf/news-american-express-2025-extends-pga-tour-viewership-crashes-plummets-56
PGA,3,1/20/2025,1/26/2025,Farmers Insurance Open (ESTIMATE),CBS,1.592,https://ustvdb.com/networks/cbs/shows/pga-tour/
PGA,4,1/27/2025,2/2/2025,AT&T Pro-Am,CBS,3.33,https://www.sportsmediawatch.com/2025/02/nba-ratings-lakers-knicks-nascar-clash-bowman-gray-pga-tour-pebble-beach/
PGA,5,2/3/2025,2/9/2025,Phoenix Open,NBC,2.87,https://awfulannouncing.com/golf/pga-tour-50-times-liv-audience.html
PGA,6,2/10/2025,2/16/2025,Genesis Invitational,CBS,3.4,https://uk.sports.yahoo.com/news/ratings-2025-genesis-invitational-most-190157138.html
PGA,7,2/17/2025,2/23/2025,Mexico Open,CBS,2,https://www.sportskeeda.com/golf/news-2025-mexico-open-tv-ratings-still-low-despite-better-last-year-report
PGA,8,2/24/2025,3/2/2025,Cognizant Classic,CBS,2.15,https://www.essentiallysports.com/golf-news-pga-tour-rare-tv-ratings-win-proven-meaningless-after-wake-up-call-from-top-golf-insider/
PGA,9,3/3/2025,3/9/2025,Arnold Palmer Invitational,NBC,2.8,https://frontofficesports.com/pga-tours-20-million-signature-events-seeing-tv-ratings-boost/
PGA,10,3/10/2025,3/16/2025,THE PLAYERS,NBC,3.6,"https://www.jacksonville.com/story/sports/golf/pga-tour/2025/03/19/2025-players-championship-tv-ratings-up-sunday-1-5-million-monday/82540476007/#:~:text=The%202025%20Players%20Championship%20saw,viewers%2C%20peaking%20at%206.2%20million."
PGA,11,3/17/2025,3/23/2025,Valspar Championship,NBC,2.187,https://www.sportskeeda.com/golf/news-pga-tour-s-viewership-skyrockets-2-187m-viktor-hovland-s-win-2025-valspar-championship-sunday
PGA,12,3/24/2025,3/30/2025,Houston Open,NBC,2.2,https://www.nbcsports.com/pressbox/press-releases/nbc-sports-pga-tour-coverage-delivers-six-consecutive-weekends-of-viewership-gains-on-nbc-peacock-leading-into-valero-texas-open
PGA,13,3/31/2025,4/6/2025,Texas Open,NBC,1.746,https://thegolfnewsnet.com/golfnewsnetteam/2025/04/08/liv-golf-ratings-pale-in-comparison-to-the-pga-tours-valero-texas-open-136157/
PGA,14,4/7/2025,4/13/2025,The Masters,CBS,12.7,https://golf.com/news/rory-masters-win-record-tv-ratings-globe/
PGA,15,4/14/2025,4/20/2025,RBC Heritage,CBS,4.362,https://www.si.com/golf/rbc-heritage-latest-example-pga-tour-ratings-turnaround
PGA,16,4/21/2025,4/27/2025,Zurich Classic,CBS,1.631,https://www.nationalclubgolfer.com/tour/features/golf-tv-ratings-war-pga-golf-vs-liv-golf/
PGA,17,4/28/2025,5/4/2025,Byron Nelson,CBS,2.918,https://www.nationalclubgolfer.com/tour/features/golf-tv-ratings-war-pga-golf-vs-liv-golf/
PGA,18,5/5/2025,5/11/2025,Truist Championship,CBS,2.622,https://www.sportskeeda.com/golf/news-rory-mcilroy-outdoes-sepp-straka-latter-draws-2-622m-viewers-win-truist-championship-2025
PGA,19,5/12/2025,5/18/2025,PGA Championship,CBS,4.76,https://www.si.com/golf/2025-pga-championship-tv-ratings-surprise
PGA,20,5/19/2025,5/25/2025,Charles Schwab Challenge,CBS,1.22,https://ustvdb.com/networks/cbs/shows/pga-tour/
PGA,21,5/26/2025,6/1/2025,Memorial,CBS,3.063,https://sports.yahoo.com/article/scottie-scheffler-news-emerges-tuesday-202515525.html
PGA,22,6/2/2025,6/8/2025,Canadian Open,CBS,2.376,https://www.nationalclubgolfer.com/tour/features/golf-tv-ratings-war-pga-golf-vs-liv-golf/
PGA,23,6/9/2025,6/15/2025,U.S. Open,NBC,5.4,"https://golfweek.usatoday.com/story/sports/golf/majors/us-open/2025/06/17/us-open-2025-tv-ratings-jj-spaun-win-draws-low-viewership/84244238007/#:~:text=Golfweek-,J.J.,watched%20final%20round%20since%202020."
PGA,24,6/16/2025,6/22/2025,Travelers Championship (ESTIMATE),NBC,1.751,https://ustvdb.com/networks/cbs/shows/pga-tour/
PGA,25,6/23/2025,6/29/2025,Rocket Classic,CBS,2.797,https://www.nationalclubgolfer.com/tour/features/golf-tv-ratings-war-pga-golf-vs-liv-golf/
PGA,26,6/30/2025,7/6/2025,John Deere Classic,CBS,2.675,https://x.com/JoshACarpenter/status/1942944456199590114
PGA,27,7/7/2025,7/13/2025,Scottish Open (ESTIMATE),CBS,1.5,https://ustvdb.com/networks/cbs/shows/pga-tour/
PGA,28,7/14/2025,7/20/2025,Open Championship,NBC,4.1,https://www.si.com/golf/scottie-scheffler-dominance-british-open-huge-tv-ratings-nbc
PGA,29,7/21/2025,7/27/2025,3M Open,CBS,1.854,https://www.nationalclubgolfer.com/tour/features/golf-tv-ratings-war-pga-golf-vs-liv-golf/
PGA,30,7/28/2025,8/3/2025,Wyndham Championship,CBS,1.95,https://www.sportsbusinessjournal.com/Articles/2025/08/05/cbss-pga-tour-numbers-surge-21-in-2025/
PGA,31,8/4/2025,8/10/2025,FedEx Championship,NBC,3.6,https://golfweek.usatoday.com/story/sports/golf/pga/2025/08/12/fedex-st-jude-championship-tv-ratings-viewership-for-justin-rose-win/85631308007/
PGA,32,8/11/2025,8/17/2025,BMW Championship,NBC,3.5,https://www.sportskeeda.com/golf/news-scottie-scheffler-s-bmw-championship-win-draws-43-surge-viewership-2024
PGA,33,8/18/2025,8/24/2025,TOUR Championship,NBC,4.49,"https://www.reuters.com/sports/golf/tommy-fleetwoods-tour-championship-win-scores-nbc-big-ratings-2025-08-27/#:~:text=The%20network%20averaged%204.49%20million,PGA%20Tour%20in%20164%20starts."
PGA,34,8/25/2025,8/31/2025,,,0,
PGA,35,9/1/2025,9/7/2025,,,0,
PGA,36,9/8/2025,9/14/2025,,,0,
PGA,37,9/15/2025,9/21/2025,,,0,
PGA,38,9/22/2025,9/28/2025,Ryder Cup,NBC,3.22,"https://sports.yahoo.com/article/ryder-cups-tv-ratings-2025-205103378.html#:~:text=Unfortunately%20for%20NBC%2C%20the%20ratings,averaged%20just%203.22%20million%20viewers."
PGA,39,9/30/2024,10/6/2024,,,0,
PGA,40,10/7/2024,10/13/2024,,,0,
PGA,41,10/14/2024,10/20/2024,,,0,
PGA,42,10/21/2024,10/27/2024,,,0,
PGA,43,10/28/2024,11/3/2024,,,0,
PGA,44,11/4/2024,11/10/2024,,,0,
PGA,45,11/11/2024,11/17/2024,,,0,
PGA,46,11/18/2024,11/24/2024,,,0,
PGA,47,11/25/2024,12/1/2024,,,0,
PGA,48,12/2/2024,12/8/2024,,,0,
PGA,49,12/9/2024,12/15/2024,,,0,
PGA,50,12/16/2024,12/22/2024,,,0,
PGA,51,12/23/2024,12/29/2024,,,0,
PGA,52,12/30/2024,1/5/2025,The Sentry,NBC,0.8,https://www.sportskeeda.com/golf/news-the-sentry-viewership-dropped-almost-half-2025-despite-hideki-matsuyama-s-record-win-reports
LPGA,1,1/6/2025,1/12/2025,,,0,
LPGA,2,1/13/2025,1/19/2025,,,0,
LPGA,3,1/20/2025,1/26/2025,,,0,
LPGA,4,1/27/2025,2/2/2025,,,0,
LPGA,5,2/3/2025,2/9/2025,,,0,
LPGA,6,2/10/2025,2/16/2025,,,0,
LPGA,7,2/17/2025,2/23/2025,,,0,
LPGA,8,2/24/2025,3/2/2025,,,0,
LPGA,9,3/3/2025,3/9/2025,,,0,
LPGA,10,3/10/2025,3/16/2025,,,0,
LPGA,11,3/17/2025,3/23/2025,,,0,
LPGA,12,3/24/2025,3/30/2025,,,0,
LPGA,13,3/31/2025,4/6/2025,,,0,
LPGA,14,4/7/2025,4/13/2025,,,0,
LPGA,15,4/14/2025,4/20/2025,,,0,
LPGA,16,4/21/2025,4/27/2025,The Chevron Championship,NBC,0.881,https://ustvdb.com/networks/nbc/shows/lpga/
LPGA,17,4/28/2025,5/4/2025,,,0,
LPGA,18,5/5/2025,5/11/2025,,,0,
LPGA,19,5/12/2025,5/18/2025,,,0,
LPGA,20,5/19/2025,5/25/2025,,,0,
LPGA,21,5/26/2025,6/1/2025,U.S. Women's Open,NBC,1.58,https://www.sportspro.com/news/us-womens-open-golf-2023-nbc-peacock-tv-ratings-audience-viewership/
LPGA,22,6/2/2025,6/8/2025,,,0,
LPGA,23,6/9/2025,6/15/2025,,,0,
LPGA,24,6/16/2025,6/22/2025,KPMG Women's PGA Championship (ESTIMATE),NBC,0.6,https://ustvdb.com/networks/nbc/shows/lpga/
LPGA,25,6/23/2025,6/29/2025,,,0,
LPGA,26,6/30/2025,7/6/2025,,,0,
LPGA,27,7/7/2025,7/13/2025,Amundi Evian Championship,NBC,0.6,https://ustvdb.com/networks/nbc/shows/lpga/
LPGA,28,7/14/2025,7/20/2025,,,0,
LPGA,29,7/21/2025,7/27/2025,,,0,
LPGA,30,7/28/2025,8/3/2025,AIG Women's Open,NBC,0.6,https://ustvdb.com/networks/nbc/shows/lpga/
LPGA,31,8/5/2024,8/11/2024,,,0,
LPGA,32,8/12/2024,8/18/2024,,,0,
LPGA,33,8/19/2024,8/25/2024,,,0,
LPGA,34,8/26/2024,9/1/2024,,,0,
LPGA,35,9/2/2024,9/8/2024,,,0,
LPGA,36,9/9/2024,9/15/2024,,,0,
LPGA,37,9/16/2024,9/22/2024,,,0,
LPGA,38,9/23/2024,9/29/2024,,,0,
LPGA,39,9/30/2024,10/6/2024,,,0,
LPGA,40,10/7/2024,10/13/2024,,,0,
LPGA,41,10/14/2024,10/20/2024,,,0,
LPGA,42,10/21/2024,10/27/2024,,,0,
LPGA,43,10/28/2024,11/3/2024,,,0,
LPGA,44,11/4/2024,11/10/2024,,,0,
LPGA,45,11/11/2024,11/17/2024,,,0,
LPGA,46,11/18/2024,11/24/2024,CME Group Tour Championship (ESTIMATE),NBC,0.6,https://ustvdb.com/networks/nbc/shows/lpga/
LPGA,47,11/25/2024,12/1/2024,,,0,
LPGA,48,12/2/2024,12/8/2024,,,0,
LPGA,49,12/9/2024,12/15/2024,,,0,
LPGA,50,12/16/2024,12/22/2024,,,0,
LPGA,51,12/23/2024,12/29/2024,,,0,
LPGA,52,12/30/2024,1/5/2025,,,0,
CWBB,1,1/6/2025,1/12/2025,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,2,1/13/2025,1/19/2025,Southern California at Indiana (RS),NBC,1,https://www.sportsmediawatch.com/2025/01/lsu-south-carolina-ratings-us-figure-skating-australian-open-nhl/
CWBB,3,1/20/2025,1/26/2025,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,4,1/27/2025,2/2/2025,Southern California at Iowa (RS),FOX,1.1,https://www.sportsmediawatch.com/2025/02/uconn-tennessee-ratings-usc-iowa-viewership-nfl-honors-nhl-unrivaled-tgl/
CWBB,5,2/3/2025,2/9/2025,South Carolina at Texas (RS),ABC,1,https://espnpressroom.com/us/press-releases/2025/03/womens-college-basketball-across-espn-platforms-scores-most-watched-regular-season-since-2008-09/
CWBB,6,2/10/2025,2/16/2025,Connecticut at South Carolina (RS),ABC,1.8,https://espnpressroom.com/us/press-releases/2025/03/womens-college-basketball-across-espn-platforms-scores-most-watched-regular-season-since-2008-09/
CWBB,7,2/17/2025,2/23/2025,Notre Dame at NC State (RS),ABC,0.887,https://espnpressroom.com/us/press-releases/2025/03/womens-college-basketball-across-espn-platforms-scores-most-watched-regular-season-since-2008-09/
CWBB,8,2/24/2025,3/2/2025,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,9,3/3/2025,3/9/2025,Southern California vs Indiana (Big East Semifinal),FOX,0.748,https://www.sportsbusinessjournal.com/Articles/2025/03/12/life-after-caitlin-womens-hoops-viewership-staying-historically-strong/
CWBB,10,3/10/2025,3/16/2025,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,11,3/17/2025,3/23/2025,South Carolina at Indiana (R2),ABC,1.4,https://www.sportsmediawatch.com/2025/03/womens-march-madness-viewership-down-second-highest-since-2009/
CWBB,12,3/24/2025,3/30/2025,South Carolina at Duke (Elite Eight),ABC,3.1,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=WCBB&smwnf_date=&smwnf_search=
CWBB,13,3/31/2025,4/6/2025,Connecticut vs. South Carolina (National Championship),ABC,8.6,https://www.sportsmediawatch.com/sports-ratings-tracker/?smwnf_league=WCBB&smwnf_date=&smwnf_search=
CWBB,14,4/7/2025,4/13/2025,,,0,
CWBB,15,4/15/2024,4/21/2024,,,0,
CWBB,16,4/22/2024,4/28/2024,,,0,
CWBB,17,4/29/2024,5/5/2024,,,0,
CWBB,18,5/6/2024,5/12/2024,,,0,
CWBB,19,5/13/2024,5/19/2024,,,0,
CWBB,20,5/20/2024,5/26/2024,,,0,
CWBB,21,5/27/2024,6/2/2024,,,0,
CWBB,22,6/3/2024,6/9/2024,,,0,
CWBB,23,6/10/2024,6/16/2024,,,0,
CWBB,24,6/17/2024,6/23/2024,,,0,
CWBB,25,6/24/2024,6/30/2024,,,0,
CWBB,26,7/1/2024,7/7/2024,,,0,
CWBB,27,7/8/2024,7/14/2024,,,0,
CWBB,28,7/15/2024,7/21/2024,,,0,
CWBB,29,7/22/2024,7/28/2024,,,0,
CWBB,30,7/29/2024,8/4/2024,,,0,
CWBB,31,8/5/2024,8/11/2024,,,0,
CWBB,32,8/12/2024,8/18/2024,,,0,
CWBB,33,8/19/2024,8/25/2024,,,0,
CWBB,34,8/26/2024,9/1/2024,,,0,
CWBB,35,9/2/2024,9/8/2024,,,0,
CWBB,36,9/9/2024,9/15/2024,,,0,
CWBB,37,9/16/2024,9/22/2024,,,0,
CWBB,38,9/23/2024,9/29/2024,,,0,
CWBB,39,9/30/2024,10/6/2024,,,0,
CWBB,40,10/7/2024,10/13/2024,,,0,
CWBB,41,10/14/2024,10/20/2024,,,0,
CWBB,42,10/21/2024,10/27/2024,,,0,
CWBB,43,10/28/2024,11/3/2024,,,0,
CWBB,44,11/4/2024,11/10/2024,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,45,11/11/2024,11/17/2024,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,46,11/18/2024,11/24/2024,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,47,11/25/2024,12/1/2024,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,48,12/2/2024,12/8/2024,ESTIMATE (RS),ABC,0.5,https://espnpressroom.com/us/press-releases/2025/04/espn-wraps-up-successful-2024-25-womens-college-basketball-campaign/
CWBB,49,12/9/2024,12/15/2024,Connecticut at Notre Dame,ABC,0.847,https://espnpressroom.com/us/press-releases/2025/03/womens-college-basketball-across-espn-platforms-scores-most-watched-regular-season-since-2008-09/
